etiquetas,Area,Eccentricity,Solidity,Extent,Perimeter,MajorAxisLength,MinorAxisLength,Circularity,Elongation,roundnessCH,convexity,circleVariance,ellipVariance,Mean_Green,Mean_Red,Mean_Blue,Std_Green,Std_Red,Std_Blue,Skewness_G,Skewness_R,Skewness_B,Kurtosis_G,Kurtosis_R,Kurtosis_B,Entropy_G,Entropy_R,Entropy_B
Drepanocits,49102,0.89643748,0.989859893,0.766452298,881.706,376.5118491,166.858839,0.793709272,0.55682978,0.793277354,1.0002722,0.276133994,0.103152328,36682.26467,38154.84762,40788.81773,3275.881444,2695.816523,3372.995731,0.535645944,0.311529082,0.466718952,2.398121016,2.554637043,2.43934239,5.566492248,5.399147576,5.664946947
Drepanocits,47888,0.854299179,0.991634225,0.725850701,838.126,342.8544278,178.2094236,0.856678637,0.480218399,0.855192343,1.000868604,0.226761221,0.065334365,37343.19679,37960.50618,41332.52188,3431.515401,2530.205004,3586.067702,0.748065864,0.410345585,0.466982003,2.809056288,2.907057983,2.306804749,5.599118692,5.313860785,5.72364746
Drepanocits,38226,0.965385141,0.979174671,0.545228926,936.704,435.0799692,113.4812749,0.547474594,0.739171456,0.547474594,1,0.413123137,0.057340637,40797.64474,41405.90425,45203.73358,2348.755406,1925.002055,2507.724453,0.409210842,0.109099911,0.363423114,2.541581,3.187654636,2.478096694,5.1814264,4.945347543,5.278194443
Drepanocits,50034,0.91878879,0.98583335,0.580003478,922.594,402.3484746,158.8268553,0.738675741,0.60525051,0.741611644,0.99801863,0.305335961,0.046712391,39144.19379,40780.25375,42492.78906,2840.443988,2392.363935,2878.509437,0.626059136,0.260489793,0.461161796,2.945679003,3.238611915,2.647657217,5.425857705,5.233146274,5.468556046
Drepanocits,62347,0.897566698,0.987800434,0.780811281,1009.373,427.0534336,188.2787603,0.768992418,0.559121305,0.773321165,0.99719727,0.283170683,0.035065701,34574.83593,36427.67658,40659.35824,3656.926483,2869.435942,3227.127137,0.649933629,0.307375818,0.345146966,3.063078752,2.783531881,2.471924367,5.77654417,5.503361413,5.643278772
Drepanocits,37953,0.89690122,0.990655425,0.80682398,778.659,332.2252594,146.9202875,0.786613434,0.557769064,0.786312476,1.000191355,0.280338071,0.041319448,39681.87853,40895.87016,42154.71051,3031.117957,2691.432249,2866.246908,0.883259812,0.225450311,0.637576643,3.230323047,2.702050676,3.098526942,5.433225877,5.412788949,5.451254988
Drepanocits,43712,0.80765932,0.94449126,0.689050727,841.267,310.7426923,183.2292443,0.776144948,0.410350593,0.819999336,0.972892078,0.201353579,0.16146356,41493.08016,42013.51135,44751.95315,2213.983915,1709.191709,2190.890935,0.653186197,-0.02457524,0.333426363,3.311570555,2.91354858,3.049332352,5.085954729,4.779298267,5.120682738
Drepanocits,59017,0.668486773,0.994472997,0.755852971,876.688,318.1100329,236.5860761,0.964932356,0.256275969,0.964131577,1.000415199,0.107788724,0.040588951,43583.89318,43104.4701,46444.69383,2108.642637,1776.912209,2107.745376,0.560496769,0.091254532,0.187534159,2.973552483,2.898523294,2.607181631,5.019250497,4.834917579,5.065763547
Drepanocits,42636,0.962169195,0.987035837,0.57134434,965.69,446.7611195,121.7212453,0.574527537,0.727547363,0.574094666,1.000376933,0.398954216,0.048415659,40775.98649,41632.03715,43779.96435,2309.621152,1968.255316,2418.922814,0.048309389,-0.023406121,0.068208505,2.230795218,2.701368571,2.414427853,5.168391904,4.980101904,5.258829862
Drepanocits,56679,0.921431006,0.986837294,0.666811765,1009.316,432.6324374,168.0958809,0.699161858,0.611457981,0.701701297,0.998188872,0.316541305,0.077683032,35829.8838,38290.51606,40795.11269,4346.880358,3483.403155,3840.641254,-0.003402092,-0.181721067,-0.036106912,1.883679407,2.135260118,1.946157378,5.995711112,5.734760849,5.842901736
Drepanocits,48113,0.904481784,0.978125191,0.608163111,895.722,379.9179356,162.0396551,0.753573849,0.573487746,0.761073214,0.995060968,0.281737434,0.087635326,40770.60088,41392.84035,44760.31941,2403.312475,1984.322244,2565.003463,0.303779147,0.178275977,0.354828799,2.242532059,2.760604151,2.391014147,5.197450466,4.987400894,5.300106837
Drepanocits,75019,0.538540219,0.987325946,0.738259723,1008.65,338.9749969,285.6202665,0.926616755,0.157400194,0.928305739,0.999089873,0.090985579,0.052531853,45303.95553,46240.33591,45640.80054,1005.464448,1273.868701,1327.415199,0.260303058,-0.003810582,0.094146914,3.538127767,3.10156742,3.180626229,4.002431725,4.357897256,4.41458501
Drepanocits,56669,0.773456136,0.994961023,0.700620642,875.868,337.7117472,214.0585334,0.928278077,0.366150171,0.92905012,0.999584412,0.155011457,0.031801544,36269.69666,37948.44363,42819.64587,4739.550256,3484.13987,3741.958343,0.955481033,0.546638461,0.601856793,3.074846606,2.867838438,2.564699861,5.959889368,5.685323715,5.777580581
Drepanocits,60051,0.943084691,0.977281234,0.580359904,1067.592,480.2061672,159.6938345,0.662093747,0.667447348,0.664511589,0.99817908,0.350417614,0.036639075,37801.58119,37595.33223,43932.22561,2455.86604,2140.142458,2666.125471,0.80357471,0.262260678,0.520565162,3.258653116,3.099271741,2.546453551,5.179683959,5.095194953,5.321131093
Drepanocits,45561,0.914167299,0.990908893,0.606541882,879.728,378.8404178,153.558069,0.739786296,0.594662919,0.740705443,0.999379354,0.30076252,0.042988367,40915.28105,41910.92276,45535.69483,1853.91346,1658.140598,1777.289487,0.137959,0.08617091,0.34293526,2.936408,3.393519494,3.200171824,4.889991653,4.731984163,4.811985084
Drepanocits,33509,0.712888927,0.985674785,0.765395158,674.666,247.2660423,173.401979,0.925110655,0.298723038,0.924973549,1.000074111,0.127324063,0.026734102,42473.65042,42659.66803,46640.57107,1341.620547,1421.819859,1492.631272,0.707371449,-0.135524457,0.466279357,3.928261456,3.192419875,3.321380573,4.371439583,4.514267191,4.552210658
Drepanocits,46056,0.956984834,0.945514268,0.632298631,1028.838,458.2273479,132.9491418,0.546766739,0.709862053,0.584602131,0.967098805,0.390486623,0.051455736,37305.97499,38771.36217,41634.01494,3659.396967,2962.85105,3054.238515,-0.501206091,-0.370986648,0.385256523,4.492293827,3.790222448,2.381086016,5.762418166,5.531391096,5.541728273
Drepanocits,42629,0.832872289,0.986850939,0.71893077,789.68,315.1352847,174.4164201,0.859038704,0.446534779,0.858516782,1.000303921,0.212839046,0.080626595,39025.0528,40103.69317,43336.58308,2371.787349,2030.993428,2484.716358,0.518232415,0.295939024,0.414613159,2.854789169,3.061587759,2.755534268,5.180097882,5.014984285,5.275669984
Drepanocits,49722,0.914113919,0.975629856,0.782715466,918.664,398.480683,161.5669609,0.740363598,0.594542552,0.740657038,0.999801886,0.305240598,0.050664224,40956.74575,43425.42617,42317.28056,2246.895049,1935.554754,2605.800813,0.677058308,0.140934153,0.503224337,3.241492274,3.038472628,2.940415251,5.089657418,4.957639841,5.334169654
Drepanocits,45655,0.930417932,0.984559315,0.549874741,921.46,401.9971577,147.3320798,0.675686491,0.633499698,0.677034804,0.999003755,0.334949309,0.044919134,38642.37012,40960.20607,41226.43689,2545.767216,2237.679878,2816.495732,1.200520448,0.609208044,0.964359124,4.293165942,3.628963764,3.772292976,5.124319836,5.107883214,5.348729443
Drepanocits,46212,0.93312053,0.950238526,0.492738788,934.226,412.1515502,148.1947494,0.665366191,0.640436268,0.676982719,0.991383241,0.335253486,0.025607619,41275.5911,41281.13217,44456.1243,2686.54646,2298.121297,2961.003227,0.064761914,-0.070745452,0.039981629,2.096653722,2.541757681,2.124957915,5.365173429,5.194439825,5.511980039
Drepanocits,55290,0.894120009,0.946876284,0.716006216,1051.114,401.9806844,180.0179778,0.628864114,0.552172567,0.761161632,0.908949933,0.270665124,0.080093313,35199.81422,37067.87224,41903.90537,4405.293405,3519.96813,3942.355266,0.255723585,0.156137362,0.127437692,1.816351499,2.019515623,1.846396039,5.921430058,5.723542043,5.831808578
Drepanocits,46680,0.806598052,0.992705697,0.811332233,806.88,317.347285,187.5840801,0.90099589,0.408899685,0.903865797,0.998411164,0.187184364,0.067433235,40661.76727,41501.9527,44534.67798,2157.446812,1963.72919,2204.682639,0.353519732,0.23903901,0.358203307,2.564357659,2.923569112,2.655420442,5.074383063,4.969960084,5.109875253
Drepanocits,49400,0.939338102,0.970892868,0.647783897,962.879,431.5303972,148.0117373,0.669565985,0.65700739,0.670960308,0.998960409,0.351368851,0.061356803,37621.50769,39484.66915,42755.98089,2685.190624,1944.21554,2859.610833,1.218105298,0.774710965,0.777368691,3.925015378,4.173897121,2.841944965,5.112818225,4.89759741,5.338144751
Drepanocits,44936,0.922015736,0.979488633,0.532001042,881.448,385.1946782,149.1290451,0.726793244,0.612847597,0.731449438,0.996812064,0.306324779,0.069977089,38146.95923,39845.57593,41465.95941,2297.329175,2199.554661,2741.099269,0.660598683,0.480159889,0.735543396,3.750608459,3.636837327,3.676441877,5.138712415,5.111635574,5.376688477
Drepanocits,53627,0.934191032,0.984342878,0.747810687,987.48,438.2177858,156.3443613,0.691093407,0.643226801,0.692809844,0.998760481,0.335854101,0.033850001,37946.18949,37092.62155,43226.21396,2196.750567,2353.153577,2212.824677,-0.149371323,-1.737763245,0.635989012,6.795981445,14.40028796,3.149647863,5.019684695,5.06347799,5.080236568
Drepanocits,49742,0.898151846,0.982693903,0.569651855,915.906,381.2635986,167.6360425,0.745128713,0.560314588,0.746582197,0.999026101,0.271094704,0.050135236,37836.93555,39070.56379,40764.05709,3503.06192,3046.472553,3550.761241,0.190359645,-0.023069712,0.195484098,2.27321944,2.470793133,2.223795411,5.767217169,5.598397928,5.77812742
Drepanocits,56856,0.914480741,0.983038539,0.59702621,980.458,424.1658603,171.6299897,0.743238465,0.595370572,0.74518593,0.998692448,0.298415296,0.056651298,37231.03532,36487.03447,42104.66976,3197.520287,2909.981241,3078.371317,0.515660425,-0.023792289,0.4300855,2.944465537,3.943373447,2.710415327,5.619206225,5.522961847,5.576984981
Drepanocits,57891,0.933377125,0.983153032,0.506438632,1015.774,454.8659019,163.2500617,0.705061062,0.641102881,0.705358236,0.999789323,0.326545347,0.071578399,37659.25011,37847.09278,43380.60534,2657.248834,2287.156067,2639.118359,0.510148653,0.285534264,0.373396756,2.769115735,3.171714131,2.534891845,5.353317274,5.187656522,5.356251373
Drepanocits,43269,0.945164211,0.986412858,0.659890194,913.182,412.171776,134.613443,0.652036695,0.67340451,0.652817113,0.999402091,0.359589894,0.042957901,39375.3111,40574.12152,43255.32756,2874.914424,2052.216532,2890.7383,0.281512394,0.075388747,0.067594243,2.167018027,2.840060368,2.111311773,5.442515854,5.039561169,5.474415603
Drepanocits,50251,0.94328424,0.989192913,0.780682948,974.048,439.3282519,145.8509206,0.665570179,0.668013792,0.665490922,1.000059545,0.352855318,0.039030053,37804.69595,40015.33709,43132.38455,2150.618006,1889.451185,2456.07726,1.516333625,0.925523091,0.930475976,5.656243278,4.817485599,3.486605943,4.8171637,4.824823218,5.133811949
Drepanocits,50262,0.875259609,0.982216837,0.724810729,875.836,365.0995921,176.5816614,0.823387075,0.516346594,0.824474925,0.999340059,0.251581073,0.037693079,37543.53046,39893.89965,42649.93673,2459.285618,1966.825103,2586.106125,0.873127271,0.474316974,0.654529749,3.636037847,3.950412185,2.965051913,5.182093787,4.9533238,5.278766919
Drepanocits,46283,0.87149454,0.98891073,0.740575397,837.778,347.257732,170.2969999,0.828654441,0.509594793,0.828294523,1.000217241,0.248361948,0.054104864,39186.80604,40441.05144,43544.33965,2094.080799,1960.165064,2278.63081,0.416822228,0.307329717,0.452999332,2.738310312,3.233978757,2.823234597,5.031227882,4.966328126,5.150906377
Drepanocits,45847,0.85082482,0.989318545,0.651337567,820.69,334.1039883,175.5547575,0.85538672,0.474550548,0.856212802,0.999517479,0.217316447,0.031075271,39714.06181,38885.69965,42947.08365,2692.351026,2298.369479,2818.696518,0.2046898,0.004397489,0.084951082,2.059249363,2.63056443,2.167872627,5.341103393,5.199929296,5.448722366
Drepanocits,33124,0.934971359,0.970098111,0.488770843,791.854,346.0436804,122.7497261,0.66383846,0.645276787,0.671670057,0.994152963,0.331072708,0.032590766,40766.98225,41102.48086,44677.69545,1739.459416,1670.53235,1987.179278,0.996387688,0.414420571,0.569472858,3.998450981,3.838021382,3.006247498,4.658424788,4.721852032,4.92867303
Drepanocits,46259,0.9158978,0.981644173,0.51441757,914.221,387.1671788,155.4133713,0.695510544,0.598588466,0.698234463,0.998047518,0.305307473,0.02759543,39032.3042,40548.05508,41694.84027,3548.912723,2984.352638,3525.950656,0.415738951,0.125421682,0.306394367,2.256410147,2.28007154,2.258240274,5.695596453,5.542562911,5.7431891
Drepanocits,61032,0.920283489,0.991133197,0.599823096,1026.252,446.0989363,174.537199,0.728214686,0.60874778,0.727956465,1.000177344,0.309177359,0.052035928,36959.05282,39205.01717,42057.8663,3372.823271,2722.374975,3156.838453,0.383177969,0.142118702,0.248793174,2.264752126,2.406639372,2.288283536,5.661612331,5.426194357,5.610215541
Drepanocits,50144,0.789507106,0.990088062,0.73244621,840.21,323.7706528,198.7114599,0.892592322,0.386258581,0.894528934,0.998916937,0.176128143,0.082420652,39846.15986,41099.4732,42548.96713,2304.885538,1856.524235,2282.283149,0.366987279,0.071435787,0.392924946,2.290863235,2.793806526,2.705983709,5.12565422,4.897581659,5.15644495
Drepanocits,60916,0.909589673,0.981012964,0.567061364,1002.76,433.6100789,180.1683154,0.76128494,0.584492326,0.766065943,0.996874626,0.289436355,0.041226919,36622.27802,36668.16521,43040.38847,2830.672475,2427.44387,2954.667278,0.768741357,0.230028468,0.560559644,3.28312112,3.280733929,2.65334247,5.394806747,5.273887391,5.456532799
Drepanocits,43347,0.840495963,0.98963494,0.71707196,804.172,320.5917468,173.7023173,0.842308173,0.458182193,0.842739877,0.999743836,0.220256037,0.05440166,39296.84306,40433.57317,43457.20368,1900.010182,1889.387172,2227.353794,0.523812039,-0.152632191,0.49992721,3.537694335,4.285394391,3.054267989,4.891970275,4.902838169,5.115576323
Drepanocits,38633,0.848338139,0.934360413,0.61789073,826.73,320.1207136,169.4894532,0.710298509,0.470545185,0.717834413,0.994737097,0.277169766,0.02871438,43944.99749,43328.98403,47749.343,1416.762531,1475.257328,1396.64786,0.762769751,-0.014232245,0.091020311,3.567653286,3.086471842,2.780608675,4.425886096,4.570157631,4.484728665
Drepanocits,46305,0.865550565,0.982599469,0.645635806,863.83,349.1380049,174.8558346,0.779796331,0.499178456,0.783798077,0.997443942,0.253889007,0.065571185,39138.10224,39306.55229,43340.73953,2988.704946,2415.547496,2961.913931,0.49612476,0.271834961,0.30582427,2.401634969,2.718586941,2.206615392,5.471349126,5.257898796,5.487022413
Drepanocits,55113,0.928825888,0.982423929,0.559221941,995.832,437.2261303,161.9994912,0.698379946,0.62948351,0.707506833,0.993529029,0.324812279,0.029187145,42541.61886,43186.18663,45040.26709,1682.099149,1553.504047,1603.50546,0.138109643,-0.081845767,0.110240221,2.534674257,3.065665228,2.802443701,4.74064703,4.642460184,4.684475715
Drepanocits,38095,0.921198392,0.988376618,0.656493417,804.588,354.206892,137.8194954,0.739487334,0.610906793,0.738150956,1.000904811,0.314996729,0.049140455,35260.53918,36346.18926,39516.2687,4044.048051,3368.829702,4046.667064,0.686932244,0.522968781,0.539992226,2.578011335,2.639077799,2.410022336,5.831683724,5.676569268,5.887938909
Drepanocits,60415,0.910532029,0.981352436,0.564357176,999.32,432.9643868,179.0041632,0.760230843,0.586561462,0.764754561,0.997037986,0.291368974,0.040652284,36514.49951,36835.36446,42787.73285,2836.50277,2623.135869,2844.434094,0.742016286,0.043313402,0.565007769,3.281188043,3.972618241,2.809220824,5.407084591,5.361139155,5.425792504
Drepanocits,47941,0.851420436,0.973441085,0.751815202,857.578,343.1378447,179.9702357,0.819161797,0.475516215,0.827663771,0.994850614,0.228610981,0.04502811,40949.71469,41072.38147,43712.71521,2277.590911,2209.225228,2349.19078,-0.056915729,-0.259416823,-0.116826432,2.192153711,2.971371077,2.37855188,5.148843901,5.137349161,5.211362556
Drepanocits,55538,0.959416987,0.945939501,0.442251951,1140.283,509.9690026,143.8067789,0.536753396,0.718008784,0.551308503,0.986711194,0.397828954,0.022736887,31724.02722,33724.28305,39399.39991,4803.271076,4221.615708,4525.587064,0.516875118,0.392147153,0.385640359,2.12796928,2.14026377,2.056281506,6.027945523,5.946018156,6.014141545
Drepanocits,49171,0.903482976,0.974841396,0.69097271,914.194,384.4423249,164.7811979,0.739336541,0.571376024,0.741401502,0.998606423,0.287925271,0.047293065,37637.31761,39546.17803,43456.33223,2686.770282,2392.919568,2177.743531,0.278924936,0.049646903,0.118464288,2.798935664,3.043485021,2.822242527,5.41229439,5.259441737,5.125425
Drepanocits,46950,0.744660441,0.988233808,0.728641266,798.091,299.6590676,200.0054972,0.926276474,0.332556499,0.931598669,0.997139424,0.141082072,0.051298305,35631.36204,38166.19076,42360.6826,2578.669834,2119.000694,2419.188579,1.10983318,0.59864121,0.768800811,3.942377965,3.907051252,3.210112621,5.159208987,5.021893244,5.165573391
Drepanocits,41120,0.953309613,0.986848421,0.669619594,915.274,418.4446205,126.3680458,0.616823227,0.698005328,0.616499871,1.000262217,0.378939934,0.026300303,36573.29611,37260.01323,43389.807,2633.620558,2628.383634,2394.4293,0.143315732,0.074434889,0.306555772,2.30841182,2.624708803,2.597784028,5.3603862,5.393452626,5.236256904
Drepanocits,37836,0.919073743,0.987240705,0.623081483,800.374,350.4930996,138.1242808,0.74221399,0.605914408,0.742551655,0.999772606,0.309520854,0.063081146,39380.67576,40668.93414,42886.73264,2001.613149,1908.572945,2326.708152,0.389233235,-0.121395988,0.54353315,2.956832838,3.772092754,3.056281188,4.966954353,4.922944679,5.172244876
Drepanocits,39357,0.95915747,0.978810714,0.419584222,917.078,423.0234763,119.6617798,0.588056833,0.717127331,0.589318232,0.998929208,0.384019764,0.025488509,40638.60274,41921.41393,45444.1304,2204.40455,1798.984853,2388.021984,0.647340774,0.21863166,0.454772151,3.335557982,3.282853559,2.607022357,5.085960826,4.846332203,5.193729944
Drepanocits,55978,0.94281771,0.961755206,0.485751475,1038.297,467.897909,155.9544967,0.6525053,0.666691187,0.657446314,0.996235181,0.346255811,0.094522733,38263.50409,37573.29865,42824.56765,2994.732078,2482.326198,2808.293319,0.416495335,0.274540797,0.323450171,2.228620578,2.758892745,2.34396885,5.47009777,5.299600824,5.432762077
Drepanocits,54921,0.813656552,0.987379322,0.729769593,901.35,349.417775,203.132579,0.84949607,0.418654134,0.851558173,0.998788484,0.197588234,0.046306861,35793.92043,36626.46347,43226.00972,2149.857189,2274.198413,2025.074454,1.102654546,0.509738389,0.899151593,4.027138571,3.900361629,3.690192052,4.903829351,5.129365885,4.893740137
Drepanocits,41719,0.911607416,0.991067823,0.753322499,832.664,360.5432213,148.2055959,0.75614342,0.58893806,0.754822956,1.000874302,0.297868639,0.075246911,39853.87032,39779.72089,42942.89048,2080.679184,1922.211239,2222.030189,0.392591683,0.071499425,0.334705494,2.561496526,3.232086953,2.720681973,5.013343837,4.944579941,5.130421013
Drepanocits,47123,0.892239341,0.980054906,0.534056394,913.1,374.9802723,169.3271397,0.710241606,0.548437205,0.711955941,0.998795313,0.292730859,0.061593731,40476.35677,41285.36808,43130.93649,2750.806542,2236.529598,2858.478724,-0.257444481,-0.242712547,-0.168099417,2.253641638,2.7465931,2.402298592,5.381525757,5.149738047,5.485244488
Drepanocits,57918,0.755359927,0.994641937,0.747338675,881.034,335.8111267,220.0604366,0.937644226,0.34468986,0.936869928,1.000413151,0.150906636,0.065927206,43268.3507,43551.4218,45372.54878,2058.712925,1741.985328,2005.569561,1.228608677,0.531126659,0.585865585,4.81396666,4.055521105,3.177316824,4.838260888,4.776057504,4.950957466
Drepanocits,45465,0.916485389,0.972180644,0.542056632,885.912,381.3949989,152.5839954,0.727957275,0.59993184,0.741835627,0.990601775,0.293979648,0.028750238,38889.10133,38734.7806,42715.22164,2002.572241,1811.80754,2294.347315,0.804508794,0.214065956,0.6211443,3.747194178,3.442271334,3.252716222,4.917914011,4.856375417,5.137780792
Drepanocits,45392,0.891107854,0.989622395,0.643629918,848.772,357.2278492,162.1069881,0.791784679,0.546208426,0.790766979,1.000643282,0.26581099,0.066147072,40548.35143,42406.95312,41914.96264,2945.664255,2689.086511,3023.415567,0.285106051,0.131678054,0.312713497,2.384611638,2.785720103,2.694132274,5.51238615,5.425499702,5.575485987
Drepanocits,31344,0.866621233,0.958444179,0.637876999,753.93,289.4267429,144.4142694,0.692950533,0.501033429,0.703936068,0.992166381,0.272745448,0.035912977,38623.97601,39417.23635,42787.94436,3277.317128,2569.837822,3281.142525,0.349804219,-0.468989487,0.355690025,2.480951408,5.476877474,2.303044069,5.641182644,5.311176938,5.639020252
Drepanocits,55170,0.92742648,0.989560913,0.664522657,992.992,435.042507,162.7082967,0.703106882,0.625994485,0.70397436,0.999383681,0.325034115,0.029613456,41693.01983,43729.4373,42401.81896,2347.03207,2169.898594,2483.492911,0.499814442,-0.385683279,0.413384867,2.868959275,6.459509313,2.853939587,5.177498192,5.064924296,5.278706635
Drepanocits,52552,0.838807222,0.992614699,0.815404428,870.972,351.2369882,191.2234434,0.870543998,0.455571452,0.869090536,1.000835848,0.21389432,0.054489835,42759.10519,44432.01309,43621.61821,1705.646001,1679.052913,1994.754189,1.098094899,0.430158757,0.781565113,4.315639182,3.418608479,3.725526245,4.604939839,4.732297321,4.919939899
Drepanocits,42141,0.934010931,0.968357921,0.491274088,948.168,395.3688953,141.2433344,0.589039085,0.642755573,0.628698254,0.967945554,0.337269604,0.05487661,41456.32462,43086.65442,46181.10401,2555.700827,2351.776072,2367.501758,-0.429073164,-2.07604158,-0.150100576,5.502647423,19.995093,3.649486882,5.280426093,5.051873919,5.223116615
Drepanocits,64085,0.950540105,0.983381414,0.483550894,1159.086,517.4160537,160.7103836,0.599425111,0.68939815,0.599801776,0.999685959,0.375563906,0.165138106,43474.97954,44846.25182,44191.13065,1441.505095,1697.693413,1853.846923,0.514146165,-1.850522087,0.62927303,4.311054417,20.58760852,3.471668093,4.453765818,4.618958332,4.840825854
Drepanocits,46556,0.846431283,0.991861605,0.623490023,825.878,335.1983767,178.4924537,0.857736179,0.467502034,0.856980596,1.000440743,0.216419305,0.05247412,41591.96082,42408.96572,44159.35836,1634.587901,1563.889253,1775.184359,0.372758642,-0.040919115,0.346863854,2.751258792,3.126151612,3.019460892,4.685238815,4.652262065,4.816653019
Drepanocits,52085,0.861446089,0.984928709,0.700660506,885.226,363.1706594,184.4358666,0.835245627,0.492150971,0.835589181,0.999794403,0.240676278,0.044463064,36522.39194,37193.18007,42614.36007,3394.903118,2838.484995,3295.839072,0.364895065,0.100084428,0.145224868,2.373318801,2.846416563,2.168113908,5.691199791,5.491867786,5.664696429
Drepanocits,39561,0.866751511,0.978869232,0.606326728,779.882,319.9163577,159.555158,0.8173712,0.501259769,0.821858565,0.997266253,0.234790001,0.182981921,41170.89983,42250.52147,44819.18698,2371.646045,2095.736319,2268.311873,0.15702059,0.051262161,0.151728392,2.206867661,2.670417187,2.401167648,5.195723335,5.064970225,5.161741166
Drepanocits,47186,0.941752817,0.987630031,0.595827967,941.396,423.3083813,142.3610897,0.669080434,0.663694139,0.668563321,1.00038666,0.347497736,0.074400641,38910.66232,38144.01458,42099.40949,3080.070712,3172.571225,2971.939089,-0.025197309,-0.12388922,0.082910889,2.170278416,2.363377732,2.361014039,5.577544485,5.643133752,5.551440379
Drepanocits,44049,0.938823473,0.96080356,0.602321829,924.93,405.806086,139.759102,0.647035614,0.655601267,0.655940836,0.993188674,0.344499596,0.046870654,36994.01303,37477.41288,41903.22777,3101.219851,2557.17442,3316.555185,0.776474985,0.533388015,0.565912837,3.180187618,3.407901468,2.728395736,5.518274939,5.322484552,5.649179927
Drepanocits,51251,0.903175113,0.99068293,0.753813117,915.772,390.6626253,167.7006469,0.767958031,0.570727692,0.769486544,0.999006303,0.28773018,0.046284786,44660.81833,45392.20199,45460.08406,1957.47955,1723.459355,2086.377182,0.461474286,0.140095778,0.316262981,3.392030553,3.01452945,3.101469923,4.943795691,4.788942667,5.050705787
Drepanocits,33368,0.915472609,0.985935469,0.695485431,757.326,325.8882556,131.1310123,0.73109583,0.597619705,0.730744564,1.000240319,0.305239446,0.037261974,34543.83122,34982.20331,42429.51043,3103.830279,2968.056628,3006.828642,0.412041721,0.229321392,0.427955093,2.724542424,2.871804133,2.600270677,5.594579866,5.565545327,5.536787786
Drepanocits,54070,0.73882608,0.991255248,0.737532737,856.456,320.9671974,216.2985592,0.926309507,0.326103848,0.925557199,1.000406326,0.145164632,0.05047083,42766.37248,41957.89665,46408.16956,2664.744761,2523.804121,2197.197519,0.493199981,-1.432311139,0.600208484,4.63524672,14.00138514,3.410141089,5.312981982,5.200536428,5.087183769
Drepanocits,32975,0.834953762,0.992624925,0.731477374,694.747,277.1454138,152.5186924,0.858501994,0.449679898,0.856929869,1.000916881,0.212995375,0.111361032,41005.7224,42295.40682,44875.97271,1419.759168,1399.968204,1696.540774,0.816590426,0.016442213,0.555638801,3.983446983,3.30422123,3.402989865,4.429370289,4.49060344,4.722752892
Drepanocits,34521,0.83306103,0.99258173,0.736778077,701.206,282.0408467,156.0196637,0.88227096,0.446818908,0.880898588,1.000778658,0.20670879,0.031614559,38316.19385,39607.00327,41745.27737,3543.931046,2860.825292,3420.645669,-0.326896481,-0.239860857,-0.346090127,2.201358325,2.477877684,2.486682038,5.730221603,5.491881555,5.729135554
Drepanocits,49688,0.853872526,0.983005915,0.656640677,864.188,350.5425106,182.4511336,0.836074384,0.47951781,0.840008394,0.997655603,0.228863655,0.038194674,40203.47126,40535.78007,44175.42167,1542.964343,1869.653042,1655.687207,-0.87371976,-1.770983747,0.442977426,11.62186224,15.91079515,3.484191022,4.491522418,4.750721015,4.706708386
Drepanocits,50784,0.91272757,0.985025991,0.555101327,926.778,401.0668863,163.8633768,0.742994052,0.591431299,0.746104746,0.9979132,0.29320967,0.036879243,39708.08223,40943.47952,43772.27284,1956.099181,1984.818493,2185.307976,0.254421019,0.177097466,0.252293912,2.783764062,3.024845425,2.755889825,4.960306257,4.991743392,5.119569427
Drepanocits,50520,0.912356198,0.982497083,0.729614974,918.692,397.2735028,162.6427086,0.752200013,0.590602677,0.753800808,0.99893762,0.301323347,0.042320474,37767.49929,37813.93127,43171.92272,3115.050468,2665.078812,2973.25532,0.434122078,0.109555822,0.278216778,2.65638944,3.267561998,2.579517966,5.589086188,5.40118021,5.54496426
Drepanocits,53505,0.902366575,0.985068856,0.634584593,946.146,398.9073181,171.9168203,0.751082974,0.569030668,0.753527584,0.998376572,0.284719582,0.074207998,37549.01979,39621.99989,43652.43682,2691.525989,2202.574073,2580.204445,0.514443763,0.236209707,0.406475712,2.5996997,2.934356378,2.533414119,5.348288951,5.129742768,5.315139124
Drepanocits,34517,0.8165612,0.968707903,0.624290107,760.207,283.5473645,163.6802322,0.75054922,0.422741127,0.758550489,0.994711967,0.241238718,0.041041038,38064.08112,38922.17748,42099.16829,3968.503064,2638.417281,3824.293671,0.320889808,0.245871062,0.140914851,2.031072668,2.592348761,2.002408748,5.850198007,5.383537334,5.836570157
Drepanocits,49006,0.9529987,0.979728109,0.755985437,993.012,454.7070928,137.7646017,0.624525429,0.697025615,0.62568173,0.99907554,0.373296595,0.050289432,39950.06163,41820.64564,44874.90348,2421.951879,1859.37224,2476.002909,1.259950659,0.693029554,0.741014211,4.37270955,3.958314054,2.959719545,5.020801332,4.841819454,5.177376703
Drepanocits,37555,0.896326345,0.986783331,0.654177118,775.604,328.893628,145.8297742,0.784508313,0.556605049,0.784140264,1.000234656,0.274649769,0.040432662,39433.9877,41007.9165,43808.52233,2052.473258,2097.103332,2170.585707,0.419504444,-0.77141284,0.458085303,3.48791103,10.04297422,2.85009718,4.991604938,4.9643234,5.082322393
